,연도,시설번호,시설명,주소,사용여부,면적,이용가능인원수,선풍기보유대수,에어컨보유대수,야간개방,휴일개방,숙박가능여부,위도,경도,도
0,2021,1,효창스위첸,서울특별시 용산구 백범로 275,Y,92,25,3,1,N,N,N,37.540245,126.9600453,서울특별시
1,2021,1,래미안힐스테이트고덕(여),서울특별시 강동구 아리수로50길 50,Y,307,48,0,2,N,N,N,37.5576884,127.148601,서울특별시
2,2021,1,래미안힐스테이트고덕(남),서울특별시 강동구 아리수로50길 50,Y,323,35,0,2,N,N,N,37.5576884,127.148601,서울특별시
3,2021,1,천호삼성아파트(할아버지)경로,서울특별시 강동구 성안로25길 6,Y,23,36,2,1,N,N,N,37.5383011,127.1347902,서울특별시
4,2021,1,신성둔촌미소지움2차A,"서울특별시 강동구 명일로 102 , 102-215 (둔촌동, 신성둔촌미소지움)",Y,123,25,2,2,N,N,N,37.5276458,127.1425455,서울특별시
5,2021,1,신성둔촌미소지움1차A,"서울특별시 강동구 진황도로 212 , 202-104 (둔촌동, 신성둔촌미소지움)",Y,36,20,2,2,N,N,N,37.5272087,127.143332,서울특별시
6,2021,1,상암경로문화센터,서울특별시 마포구 월드컵북로50길 7-5,Y,317,79,6,4,N,N,N,37.577058,126.893277,서울특별시
7,2021,1,만수(목동현대@107~108,"서울특별시 양천구 목동 목동동로12길 59 , 관리실,노인정 (목동, 목동현대아파트)",Y,143,40,3,2,N,N,N,37.5262389,126.8785443,서울특별시
8,2021,1,신정대성유니드아파트(1차),"서울특별시 양천구 신정동 중앙로29길 102 , 경로당 (신정동, 신정대성유니드아파트)",Y,77,20,4,2,N,N,N,37.5232107,126.8498004,서울특별시
9,2021,1,신정대성유니드아파트(2차),서울특별시 양천구 중앙로29길 108,Y,89,22,2,1,N,N,N,37.5238487,126.8492249,서울특별시
10,2021,1,목동2차우성아파트 우정(2단,"서울특별시 양천구 신정동 목동남로4길 6-23, 경로당 (신정동, 목동2차우성아파트)",Y,61,20,3,1,N,N,N,37.5093607,126.8654711,서울특별시
11,2021,1,목동2차우성(아)2단지 경로,"서울특별시 양천구 신정동 목동남로4길 6-23, 경로당 (신정동, 목동2차우성아파트)",Y,100,29,5,1,N,N,N,37.510354,126.8658361,서울특별시
12,2021,1,목동2차우성(아)1단지 경로,"서울특별시 양천구 신정동 목동남로4길 6-46, 경로당 (신정동, 목동2차우성아파트)",Y,144,59,4,1,N,N,N,37.5093607,126.8654711,서울특별시
13,2021,1,목동2차삼성래미안 2단지 경,"서울특별시 양천구 신정동 목동남로4길 81 , 경로당 (신정동, 목동2차삼성래미안아파트)",Y,73,27,3,1,N,N,N,37.5127982,126.8686006,서울특별시
14,2021,1,목동2차삼성래미안 1단지 경,"서울특별시 양천구 신정동 목동남로4길 81 , 경로당 (신정동, 목동2차삼성래미안아파트)",Y,32,28,2,1,N,N,N,37.5127982,126.8686006,서울특별시
15,2021,1,대림아크로빌,서울특별시 양천구 목동서로 401,Y,52,28,3,1,N,N,N,37.515377,126.85951,서울특별시
16,2021,1,중동청구(아)아파트,서울특별시 마포구 성암로11길 60,Y,73,22,5,1,N,N,N,37.5743315,126.9019968,서울특별시
17,2021,1,성산시영(아)아파트,서울특별시 마포구 월드컵북로 235,Y,185,56,3,1,N,N,N,37.5690196,126.9028521,서울특별시
18,2021,2,잠실종합사회복지관,서울특별시 송파구 올림픽로12길 12,Y,1438,20,1,5,,,,37.5105107,127.08267,서울특별시
19,2021,2,송파복지센터,서울특별시 송파구 장지동 충민로 184 (장지동),Y,7150,30,0,1,,,,37.4857841,127.1341622,서울특별시
20,2021,2,마천종합사회복지관,서울특별시 송파구 마천동 마천로65길 4 (마천동),Y,1107,50,20,25,,,,37.4917657,127.1556394,서울특별시
21,2021,2,인성장애인복지관,서울특별시 송파구 마천동 마천로61길 26 (마천동),Y,1383,50,0,1,,,,37.4938963,127.1551825,서울특별시
22,2021,2,풍납종합사회복지관,서울특별시 송파구 풍납동 강동대로3길 5 (풍납동),Y,1923,50,0,1,,,,37.5277274,127.113851,서울특별시
23,2021,2,실벗뜨락,서울특별시 송파구 백제고분로42길 5,Y,2571,263,25,32,,,,37.505925,127.109684,서울특별시
24,2021,2,송파종합사회복지관,서울특별시 송파구 거여동 오금로51길 34 (거여동),Y,819,50,2,1,,,,37.5010498,127.1425751,서울특별시
25,2021,2,송파노인종합복지관,서울특별시 송파구 삼전동 백제고분로32길 41 (삼전동),Y,4902,100,3,1,,,,37.4986355,127.0949055,서울특별시
26,2021,2,삼전종합사회복지관,"서울특별시 송파구 삼전동 백제고분로32길 35 , 삼전종합사회복지관 (삼전동)",Y,1533,50,0,1,,Y,,37.4991824,127.0950451,서울특별시
27,2021,2,서울시각장애인복지관,서울특별시 송파구 삼학사로19길 27,Y,1942,100,2,5,,,,37.5061101,127.0940831,서울특별시
28,2021,2,가락종합사회복지관,서울특별시 송파구 양재대로 897,Y,1841,100,13,25,,,,37.4957218,127.1072479,서울특별시
29,2021,2,성동종합사회복지관,"서울특별시 성동구 청계천로 506 , 성동종합사회복지관 (마장동)",Y,5468,15,6,6,N,N,N,37.5703644,127.033643,서울특별시
30,2021,2,사근동노인복지센터,서울특별시 성동구 사근동길 37,Y,552,8,4,5,N,N,N,37.561498,127.045311,서울특별시
31,2021,2,옥수종합사회복지관,서울특별시 성동구 한림말길 16-5,Y,3074,10,10,13,N,N,N,37.540443,127.012731,서울특별시
32,2021,2,성수종합사회복지관,서울특별시 성동구 뚝섬로1길 43,Y,1761,15,10,5,N,N,N,37.5454026,127.046951,서울특별시
33,2021,2,갈월종합사회복지관,서울특별시 용산구 두텁바위로 25,Y,115,17,1,1,N,N,N,37.5457796,126.9747859,서울특별시
34,2021,2,구립청파노인복지센터,서울특별시 용산구 청파로83길 26,Y,290,50,2,1,N,N,N,37.5519748,126.967693,서울특별시
35,2021,2,효창종합사회복지관,서울특별시 용산구 효창원로 146-12,Y,49,10,2,1,N,N,N,37.5412335,126.962956,서울특별시
36,2021,2,시립용산노인종합복지관,서울특별시 용산구 독서당로11길 16,Y,151,22,0,1,N,N,N,37.531341,127.0064579,서울특별시
37,2021,2,금천한내어르신복지센터,서울특별시 금천구 독산동 한내로 69-15 (독산동),Y,150,30,2,3,,Y,,37.4568855,126.886853,서울특별시
38,2021,2,금천장애인종합복지관,서울특별시 금천구 시흥대로101길 17,Y,617,30,0,1,,,,37.4639875,126.8962768,서울특별시
39,2021,2,금천호암노인종합복지관,서울특별시 금천구 독산로72길 86-5,Y,779,30,3,1,,Y,,37.4695383,126.906447,서울특별시
40,2021,2,금천노인종합복지관,서울특별시 금천구 시흥대로51길 93-32,Y,90,40,1,1,,,,37.450152,126.8977809,서울특별시
41,2021,2,청담종합사회복지관,서울특별시 금천구 시흥동 금하로29길 36 (시흥동),Y,243,40,1,2,N,Y,N,37.4516789,126.9136438,서울특별시
42,2021,2,창동종합사회복지관,서울특별시 도봉구 덕릉로 329,Y,355,80,4,1,,Y,,37.6448276,127.0455373,서울특별시
43,2021,2,창동 어르신복지관,서울특별시 도봉구 덕릉로60차길 6 (창동),Y,196,100,5,1,,,,37.6367619,127.0413596,서울특별시
44,2021,2,도봉동 어르신복지관,서울특별시 도봉구 도봉로169가길 52,Y,1125,100,0,1,,,,37.6821275,127.0436106,서울특별시
45,2021,2,도봉서원종합사회복지관,서울특별시 도봉구 마들로 668 (도봉동),Y,3582,200,30,1,,,,37.6697378,127.0465185,서울특별시
46,2021,2,도봉장애인종합복지관,서울특별시 도봉구 마들로 664-23,Y,176,43,10,2,N,N,N,37.6693567,127.0476309,서울특별시
47,2021,2,쌍문동 어르신복지관,서울특별시 도봉구 우이천로 363 (쌍문동),Y,1145,100,9,2,,,,37.6482366,127.0238026,서울특별시
48,2021,2,도봉노인종합복지관,서울특별시 도봉구 도당로2길 12-13 (쌍문동),Y,2757,250,26,19,N,N,N,37.6588951,127.0359864,서울특별시
49,2021,2,방아골종합사회복지관,서울특별시 도봉구 시루봉로17길 42 (방학동),Y,3217,200,10,15,,Y,,37.6693546,127.0327008,서울특별시
50,2021,2,방학동 어르신복지관,서울특별시 도봉구 시루봉로15라길 59-9 (방학동),Y,688,100,13,16,,,,37.6705812,127.0322121,서울특별시
51,2021,2,아름다운지역아동센터,"서울특별시 강동구 아리수로94길 19 (강일동, 강일리버파크)",Y,110,27,2,2,N,N,N,37.5640839,127.1761462,서울특별시
52,2021,2,한국시각장애인복지관,서울특별시 강동구 구천면로 645,Y,1431,30,0,4,N,N,N,37.5510417,127.169246,서울특별시
53,2021,2,시립강동노인종합복지관,서울특별시 강동구 동남로71길 32-5,Y,4103,30,3,3,Y,Y,Y,37.552301,127.154337,서울특별시
54,2021,2,서울장애인종합복지관,서울특별시 강동구 고덕로 201,Y,0,30,0,4,N,N,N,37.5558075,127.1482717,서울특별시
55,2021,2,돋움지역아동센터,서울특별시 강동구 동남로81길 82 (고덕동),Y,105,26,4,2,N,N,N,37.5590565,127.1525288,서울특별시
56,2021,2,성가정노인종합복지관,서울특별시 강동구 양재대로156길 28,Y,776,30,3,2,Y,Y,Y,37.556065,127.146507,서울특별시
57,2021,2,강일지역아동센터,서울특별시 강동구 구천면로100길 23,Y,90,22,4,2,,,,37.5615767,127.1702357,서울특별시
58,2021,2,숲과나무지역아동센터,서울특별시 강동구 올림픽로98길 25 (암사동),Y,162,40,7,6,N,N,N,37.551029,127.129612,서울특별시
59,2021,2,암사꿈나무지역아동센터,서울특별시 강동구 상암로 89 (암사동),Y,127,31,4,3,N,N,N,37.5479402,127.1329653,서울특별시
60,2021,2,암사지역아동센터,"서울특별시 강동구 고덕로27길 28 , 상가 (암사동)",Y,89,22,2,1,N,N,N,37.5559425,127.1380452,서울특별시
61,2021,2,강동꿈나무지역아동센터,서울특별시 강동구 올림픽로89길 27-30,Y,94,23,4,4,N,N,N,37.5467969,127.1238335,서울특별시
62,2021,2,들꽃청소년지역아동센터,서울특별시 강동구 천중로 39 (천호동),Y,146,36,7,6,N,N,N,37.5455292,127.1264069,서울특별시
63,2021,2,구립해공노인복지관,서울특별시 강동구 천중로17길 42-16,Y,598,30,2,2,Y,Y,Y,37.546181,127.131727,서울특별시
64,2021,2,강동종합사회복지관,서울특별시 강동구 양재대로 1458,Y,400,30,2,3,,Y,,37.539859,127.129787,서울특별시
65,2021,2,성내종합사회복지관,서울특별시 강동구 성안로13길 56,Y,450,30,2,2,N,Y,N,37.532179,127.129321,서울특별시
66,2021,2,나래지역아동센터,서울특별시 강동구 양재대로126길 54,Y,83,20,4,3,N,N,N,37.5433414,127.1453046,서울특별시
67,2021,2,길동지역아동센터,서울특별시 강동구 천호대로187길 30,Y,93,23,2,2,N,N,N,37.5356248,127.1427236,서울특별시
68,2021,2,제일강동지역아동센터,서울특별시 강동구 양재대로128길 53,Y,88,21,7,3,N,N,N,37.544649,127.1458322,서울특별시
69,2021,2,배움터지역아동센터,서울특별시 강동구 성안로 188,Y,92,22,4,2,N,N,N,37.5397297,127.1366485,서울특별시
70,2021,2,서울중심지역아동센터,"서울특별시 강동구 천호대로162길 34 (성내동, 이안강동)",Y,232,58,5,2,N,N,N,37.5355769,127.1279515,서울특별시
71,2021,2,구세군강북종합사회복지관,서울특별시 강북구 인수봉로20가길 24,Y,80,60,2,1,,,,37.6257196,127.0133722,서울특별시
72,2021,2,관악노인종합복지관,서울특별시 관악구 보라매로 35 (봉천동),Y,424,106,0,2,N,N,N,37.4930418,126.9263312,서울특별시
73,2021,2,강감찬관악종합사회복지관,서울특별시 관악구 양녕로 70,Y,24,6,0,1,N,Y,N,37.488169,126.9465844,서울특별시
74,2021,2,봉천종합사회복지관,서울특별시 관악구 관악로 254 (봉천동),Y,140,20,0,3,N,N,N,37.4866852,126.9575763,서울특별시
75,2021,2,관악구장애인종합복지관,서울특별시 관악구 남부순환로 1914,Y,64,7,0,1,N,N,N,37.4774484,126.9618457,서울특별시
76,2021,2,중앙사회복지관,서울특별시 관악구 봉천로41길 33 (봉천동),Y,66,17,0,1,N,Y,N,37.4843604,126.948071,서울특별시
77,2021,2,우리마포복지관,서울특별시 마포구 신촌로26길 10,Y,260,39,1,2,N,N,N,37.5558271,126.9427347,서울특별시
78,2021,2,신림종합사회복지관,서울특별시 관악구 난곡로 110 (신림동),Y,400,50,6,6,N,Y,N,37.464836,126.9198616,서울특별시
79,2021,2,시립마포노인종합복지관,서울특별시 마포구 서강로 68,Y,615,120,6,2,N,N,N,37.54888,126.932185,서울특별시
80,2021,2,성민종합복지관,서울특별시 관악구 호암로 549,Y,156,36,5,2,N,Y,N,37.4667893,126.9312403,서울특별시
81,2021,2,강북장애인복지관,서울특별시 강북구 오현로 189,Y,194,50,1,7,,,,37.628728,127.039048,서울특별시
82,2021,2,번동5단지 종합사회복지관,서울특별시 강북구 한천로115길 20,Y,198,50,0,3,,,,37.633417,127.03597,서울특별시
83,2021,2,번동2단지 노인종합복지관,서울특별시 강북구 한천로105길 24,Y,156,20,3,2,,,,37.626401,127.045445,서울특별시
84,2021,2,번동3단지 노인종합복지관,서울특별시 강북구 오현로 208,Y,372,30,3,2,,,,37.628974,127.041617,서울특별시
85,2021,2,강북노인복지관(감로다실),서울특별시 강북구 삼양로92길 40,Y,150,40,6,3,,,,37.635661,127.018735,서울특별시
86,2021,2,동대문장애인종합복지관,서울특별시 동대문구 청계천로 521,Y,27,10,1,1,,,,37.571805,127.034109,서울특별시
87,2021,2,동대문종합사회복지관,서울특별시 동대문구 약령시로5길 22,Y,7464,10,0,4,N,N,N,37.5840579,127.0341177,서울특별시
88,2021,2,신당종합사회복지관,서울특별시 중구 동호로11길 22,Y,97,50,0,4,,,,37.5544522,127.0095547,서울특별시
89,2021,2,유락종합사회복지관,서울특별시 중구 퇴계로 460,Y,76,30,0,2,,,,37.5651315,127.022827,서울특별시
90,2021,2,중림종합사회복지관,서울특별시 중구 서소문로6길 16,Y,30,30,1,3,,,,37.5594606,126.9660708,서울특별시
91,2021,2,장안종합사회복지관,서울특별시 동대문구 한천로18길 48,Y,1998,25,2,3,N,N,N,37.5679618,127.0661585,서울특별시
92,2021,2,시립동대문노인종합복지관,서울특별시 동대문구 제기로33길 25,Y,96,25,2,2,,Y,,37.587182,127.049906,서울특별시
93,2021,2,우리사랑복지원,서울특별시 동대문구 이문로 34,Y,160,50,1,1,N,N,N,37.591793,127.060937,서울특별시
94,2021,2,정릉종합사회복지관,서울특별시 성북구 솔샘로5길 92,Y,1599,402,16,32,N,N,N,37.6112518,127.0011384,서울특별시
95,2021,2,길음종합사회복지관,서울특별시 성북구 삼양로8가길 32,Y,1756,967,1,22,N,N,N,37.6087686,127.0247485,서울특별시
96,2021,2,성북장애인종합복지관,서울특별시 성북구 화랑로 130,Y,2460,260,30,69,N,N,N,37.6045777,127.0457846,서울특별시
97,2021,2,상월곡실버복지센터,서울특별시 성북구 화랑로18길 6,Y,576,80,10,3,N,N,N,37.605864,127.0480919,서울특별시
98,2021,2,장위종합사회복지관,서울특별시 성북구 돌곶이로22길 47,Y,116,290,4,6,N,N,N,37.610673,127.060477,서울특별시
99,2021,2,석관실버복지센터,서울특별시 성북구 화랑로32길 88,Y,478,200,11,11,N,N,N,37.6066924,127.0582638,서울특별시
100,2021,2,한천마을공동체,서울특별시 성북구 한천로 550,Y,50,5,2,1,,,,37.6092786,127.0645162,서울특별시
101,2021,2,월곡종합사회복지관,서울특별시 성북구 오패산로16길 23,Y,2015,700,15,32,,,,37.608929,127.037481,서울특별시
102,2021,2,삼선실버복지센터,서울특별시 성북구 삼선교로18길 41,Y,200,542,2,4,N,N,N,37.589148,127.014055,서울특별시
103,2021,2,성북시각장애인복지관,서울특별시 성북구 동소문로25가길 20,Y,555,191,2,1,N,N,N,37.5955074,127.0193775,서울특별시
104,2021,2,정릉실버복지센터,서울특별시 성북구 솔샘로 8,Y,814,203,21,4,N,N,N,37.608211,127.0045422,서울특별시
105,2021,2,중랑노인종합복지관,서울특별시 중랑구 겸재로9길 45,Y,672,220,20,3,N,N,N,37.5884476,127.0778558,서울특별시
106,2021,2,면목종합사회복지관,서울특별시 중랑구 용마산로 228,Y,364,120,13,5,N,N,N,37.5736598,127.087931,서울특별시
107,2021,2,신내종합사회복지관,서울특별시 중랑구 봉화산로 153,Y,160,50,6,6,N,N,N,37.6050418,127.0910859,서울특별시
108,2021,2,유린원광사회복지관,서울특별시 중랑구 신내로 56,Y,200,63,2,1,N,N,N,37.6043817,127.0959406,서울특별시
109,2021,2,시립대종합사회복지관,서울특별시 중랑구 신내로 115,Y,120,37,2,1,N,N,N,37.608957,127.0947384,서울특별시
110,2021,2,신내노인종합복지관,서울특별시 중랑구 신내로15길 175,Y,60,18,6,1,N,N,N,37.6149194,127.0878397,서울특별시
111,2021,2,월계어르신복지센터,서울특별시 노원구 월계로42길 9,Y,120,10,1,1,N,Y,N,37.624304,127.0508007,서울특별시
112,2021,2,월계종합사회복지관,서울특별시 노원구 초안산로1길 51,Y,120,10,1,1,N,N,N,37.6281346,127.0516408,서울특별시
113,2021,2,노원1종합사회복지관,서울특별시 노원구 월계로 372,Y,120,10,1,1,N,Y,N,37.6301355,127.0604968,서울특별시
114,2021,2,공릉종합사회복지관,서울특별시 노원구 동일로 1127,Y,120,10,1,1,N,Y,N,37.6301652,127.0699578,서울특별시
115,2021,2,하계종합사회복지관,서울특별시 노원구 노원로16길 15,Y,120,10,1,1,N,N,N,37.6427962,127.0752237,서울특별시
116,2021,2,시립노원노인종합복지관,서울특별시 노원구 노원로16길 15,Y,120,10,1,1,N,N,N,37.6429688,127.0740412,서울특별시
117,2021,2,중계종합사회복지관,서울특별시 노원구 덕릉로 662,Y,120,10,1,1,N,N,N,37.656687,127.0755297,서울특별시
118,2021,2,평화종합사회복지관,서울특별시 노원구 노원로 331,Y,120,10,1,1,N,N,N,37.6465478,127.0695071,서울특별시
119,2021,2,마들종합사회복지관,서울특별시 노원구 동일로210길 22,Y,120,10,1,1,N,N,N,37.6468961,127.0649967,서울특별시
120,2021,2,북부종합사회복지관,서울특별시 노원구 동일로245길 56,Y,120,10,1,1,N,N,N,37.679688,127.052185,서울특별시
121,2021,2,상계종합사회복지관,서울특별시 노원구 덕릉로115나길 25,Y,120,10,1,1,N,N,N,37.6678843,127.0783852,서울특별시
122,2021,2,논현노인종합사회복지관,서울특별시 강남구 강남대로128길 59 (논현동),Y,1631,20,2,1,N,N,N,37.5120356,127.0260558,서울특별시
123,2021,2,강남노인종합복지관,서울특별시 강남구 삼성로 628 (삼성동),Y,54,24,0,2,N,N,N,37.515843,127.052092,서울특별시
124,2021,2,대청종합사회복지관,서울특별시 강남구 양재대로55길 10 (일원동),Y,1184,30,2,4,N,N,N,37.493193,127.091393,서울특별시
125,2021,2,강남종합사회복지관,서울특별시 강남구 개포로109길 5 (개포동),Y,2131,12,3,1,N,N,N,37.4923312,127.0745908,서울특별시
126,2021,2,능인종합사회복지관,서울특별시 강남구 양재대로 340 (개포동),Y,223,40,0,2,N,N,N,37.4716775,127.052594,서울특별시
127,2021,2,수서명화종합사회복지관,서울특별시 강남구 광평로51길 49 (수서동),Y,3228,40,4,2,N,N,N,37.4914325,127.1005637,서울특별시
128,2021,2,태화기독교사회복지관,서울특별시 강남구 광평로 185 (수서동),Y,29,25,1,1,N,N,N,37.4848287,127.0933976,서울특별시
129,2021,2,수서종합사회복지관,서울특별시 강남구 광평로56길 11,Y,60,30,2,2,N,N,N,37.4871752,127.1049528,서울특별시
130,2021,2,화원종합사회복지관,서울특별시 구로구 벚꽃로 484,Y,3490,30,2,1,Y,Y,N,37.497308,126.880124,서울특별시
131,2021,2,구로종합사회복지관,서울특별시 구로구 디지털로31길 93,Y,3245,30,1,1,Y,Y,N,37.486794,126.890808,서울특별시
132,2021,2,구로노인종합복지관,서울특별시 구로구 구로중앙로32가길 22,Y,2799,30,0,1,Y,Y,N,37.500111,126.885035,서울특별시
133,2021,2,궁동종합사회복지관,서울특별시 구로구 오리로22길 5,Y,3293,30,32,13,Y,Y,N,37.4990453,126.8296042,서울특별시
134,2021,2,온수어르신복지관,서울특별시 구로구 부일로9길 111,Y,2519,30,0,1,Y,Y,N,37.4966547,126.8237134,서울특별시
135,2021,2,홀트강동복지관,서울특별시 강동구 아리수로93길 41,Y,71,10,1,5,N,N,N,37.566285,127.173224,서울특별시
136,2021,2,성수1가2동노인복지센터,서울특별시 성동구 왕십리로5길 3,Y,321,15,0,9,N,N,N,37.5462344,127.0443268,서울특별시
137,2021,2,왕십리도선동노인복지센터,서울특별시 성동구 마장로 141,Y,515,9,5,10,N,N,N,37.567814,127.0254342,서울특별시
138,2021,2,성북노인종합복지관,서울특별시 성북구 종암로15길 10,Y,2595,648,2,2,N,N,N,37.5977879,127.0343942,서울특별시
139,2021,2,목동종합사회복지관,"서울특별시 양천구 목동 목동중앙북로8길 104 , 경로당 (목동)",Y,800,30,2,1,N,N,N,37.5470306,126.8671316,서울특별시
140,2021,2,목동실버복지문화센터,서울특별시 양천구 목동중앙로3길 21,Y,83,20,4,2,N,N,N,37.536464,126.8692682,서울특별시
141,2021,2,신월종합사회복지관,서울특별시 양천구 신월로24길 19,Y,600,120,3,3,N,N,N,37.5200323,126.8473652,서울특별시
142,2021,2,서서울어르신복지관,서울특별시 양천구 가로공원로 101,Y,4,30,3,2,N,N,N,37.5341715,126.8264655,서울특별시
143,2021,2,밝은내어르신복지센터,서울특별시 양천구 신월로24길 19,Y,766,30,0,3,N,N,N,37.5200323,126.8473652,서울특별시
144,2021,2,한빛종합사회복지관,"서울특별시 양천구 신월동 신월로11길 16 , 한빛종합사회복지관 (신월동)",Y,620,20,1,1,N,N,N,37.5218263,126.8409517,서울특별시
145,2021,2,신목종합사회복지관,"서울특별시 양천구 신정동 신목로 5 , 종합사회복지관 (신정동)",Y,350,50,2,2,N,N,N,37.5199752,126.8771916,서울특별시
146,2021,2,신정종합사회복지관,"서울특별시 양천구 신정동 신정중앙로 80 , 경로당 (신정동)",Y,324,81,5,4,N,N,N,37.5291964,126.8611928,서울특별시
147,2021,2,양천해누리복지관(구 양천장애인종합복지관),서울특별시 양천구 목동동로 159,Y,540,20,4,2,N,N,N,37.5177491,126.8719635,서울특별시
148,2021,2,양천어르신종합복지관,서울특별시 양천구 목동로3길 106,Y,70,18,2,3,N,N,N,37.5090799,126.8653211,서울특별시
149,2021,2,마포장애인종합복지관,서울특별시 마포구 성산로4길 35,Y,162,49,1,2,N,N,N,37.5636712,126.9087459,서울특별시
150,2021,2,서대문노인종합복지관,"서울특별시 서대문구 독립문로8길 57 , 시립서대문노인종합복지관 (천연동)",Y,3403,31,4,3,N,N,N,37.5679875,126.9591196,서울특별시
151,2021,2,이화여자대학교 종합사회복지관,서울특별시 서대문구 북아현로19길 58-21,Y,1201,30,0,10,N,N,N,37.5638461,126.9506432,서울특별시
152,2021,2,서대문장애인종합복지관,서울특별시 서대문구 북아현로 24,Y,1257,30,0,10,N,N,N,37.5595004,126.9570582,서울특별시
153,2021,2,홍은종합사회복지관,서울특별시 서대문구 세검정로1길 116,Y,560,20,0,10,N,N,N,37.5953582,126.9464778,서울특별시
154,2021,2,서대문종합사회복지관,"서울특별시 서대문구 모래내로 177 , 서대문종합사회복지관 (남가좌동)",Y,165,30,0,2,N,N,N,37.5742115,126.920794,서울특별시
155,2021,2,시립서대문농아인복지관,"서울특별시 서대문구 수색로4가길 23 , 시립서대문농아인복지관 (남가좌동)",Y,66,30,10,5,N,N,N,37.5734426,126.9145195,서울특별시
156,2021,2,금천누리종합사회복지관,서울특별시 금천구 가산로 129,Y,40,20,1,1,N,N,N,37.4768451,126.8917582,서울특별시
157,2021,5,서초1동주민센터,서울특별시 서초구 사임당로 89,Y,197,20,2,1,N,N,N,37.49014,127.019443,서울특별시
158,2021,5,서초2동 주민센터,서울특별시 서초구 서초대로70길 51,Y,2384,50,10,1,N,N,N,37.487927,127.03087,서울특별시
159,2021,5,서초3동 주민센터,서울특별시 서초구 반포대로 34,Y,690,30,3,3,N,N,N,37.483279,127.014659,서울특별시
160,2021,5,서초4동 주민센터,서울특별시 서초구 서운로26길 3,Y,378,94,5,10,N,N,N,37.499001,127.021069,서울특별시
161,2021,5,잠원동 주민센터,서울특별시 서초구 나루터로 38,Y,1944,20,2,2,N,N,N,37.517856,127.017293,서울특별시
